Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
51.0,Bachelor's,5.0,Retail,Store Manager,Medium,Mid,63.0,24.0,73.0,Low,2.0,0.0,53.0,1.0,High
32.0,Bachelor's,7.0,Telecom,Support Specialist,Medium,Mid,59.0,44.0,47.0,Low,2.0,4.0,55.0,9.0,High
40.0,Bachelor's,6.0,Logistics,Warehouse Manager,Medium,Entry,26.0,72.0,61.0,Low,0.0,4.0,19.0,0.0,Medium
42.0,Bachelor's,5.0,IT,Data Analyst,Medium,Mid,81.0,16.0,34.0,Medium,5.0,10.0,46.0,12.0,High
33.0,Bachelor's,10.0,Finance,Accountant,Small,Entry,22.0,71.0,58.0,Low,1.0,1.0,15.0,6.0,Low
34.0,Master's,12.0,IT,ML Engineer,Medium,Mid,92.0,8.0,66.0,High,9.0,20.0,41.0,32.0,Medium
34.0,Bachelor's,7.0,IT,ML Engineer,Medium,Mid,37.0,74.0,94.0,Low,0.0,2.0,22.0,8.0,Low
32.0,Bachelor's,5.0,Finance,Financial Analyst,Large,Mid,13.0,78.0,59.0,Low,0.0,1.0,7.0,8.0,Low
39.0,Bachelor's,9.0,Retail,Inventory Analyst,Medium,Entry,64.0,49.0,34.0,Medium,4.0,10.0,32.0,17.0,High
50.0,Master's,9.0,Telecom,Network Engineer,Medium,Mid,24.0,75.0,90.0,Low,1.0,4.0,22.0,9.0,Low
21.0,PhD,0.0,Healthcare,Health Analyst,Medium,Senior,18.0,70.0,20.0,Low,1.0,0.0,10.0,1.0,Low
41.0,Bachelor's,0.0,Healthcare,Medical Assistant,Small,Mid,29.0,71.0,73.0,Low,0.0,1.0,14.0,4.0,Low
47.0,Master's,6.0,Healthcare,Medical Assistant,Small,Entry,30.0,80.0,44.0,Low,0.0,4.0,16.0,2.0,Low
58.0,Master's,2.0,Manufacturing,Production Supervisor,Small,Senior,67.0,39.0,50.0,Medium,2.0,9.0,49.0,8.0,Medium
54.0,Bachelor's,3.0,IT,Data Analyst,Small,Mid,37.0,65.0,57.0,Low,2.0,4.0,31.0,8.0,Low
50.0,Bachelor's,13.0,Finance,Auditor,Medium,Entry,90.0,10.0,20.0,High,9.0,26.0,58.0,28.0,High
56.0,Bachelor's,8.0,Healthcare,Nurse,Medium,Entry,69.0,25.0,74.0,Medium,5.0,8.0,66.0,9.0,High
42.0,High School,13.0,Finance,Auditor,Small,Entry,43.0,43.0,39.0,Low,2.0,3.0,24.0,8.0,High
41.0,Bachelor's,8.0,IT,ML Engineer,Small,Mid,21.0,81.0,80.0,Low,0.0,4.0,19.0,0.0,Low
40.0,Master's,3.0,Education,Academic Coordinator,Large,Entry,77.0,29.0,66.0,Medium,3.0,11.0,51.0,14.0,Medium
24.0,Bachelor's,0.0,Logistics,Supply Chain Analyst,Large,Mid,47.0,35.0,66.0,Medium,2.0,9.0,28.0,25.0,Medium
41.0,Bachelor's,16.0,IT,Data Analyst,Small,Mid,46.0,62.0,21.0,Low,1.0,0.0,41.0,7.0,Medium
58.0,Bachelor's,13.0,Manufacturing,Production Supervisor,Small,Mid,63.0,47.0,26.0,Low,2.0,0.0,40.0,6.0,High
48.0,Bachelor's,1.0,IT,Software Engineer,Medium,Mid,68.0,43.0,84.0,Medium,4.0,11.0,30.0,20.0,Medium
38.0,Master's,12.0,Logistics,Dispatcher,Medium,Mid,94.0,6.0,65.0,Medium,2.0,14.0,57.0,7.0,High
60.0,High School,11.0,Manufacturing,Production Supervisor,Medium,Entry,17.0,90.0,68.0,Low,1.0,0.0,14.0,7.0,Medium
23.0,Bachelor's,2.0,Retail,Store Manager,Small,Mid,51.0,60.0,93.0,Low,1.0,4.0,33.0,2.0,Medium
31.0,PhD,10.0,Manufacturing,Quality Engineer,Medium,Mid,92.0,7.0,34.0,High,8.0,16.0,46.0,57.0,High
42.0,Bachelor's,4.0,Retail,Inventory Analyst,Small,Senior,53.0,42.0,57.0,Medium,3.0,6.0,27.0,14.0,Low
28.0,Bachelor's,7.0,Finance,Accountant,Small,Senior,89.0,1.0,68.0,Medium,4.0,13.0,72.0,7.0,High
36.0,Bachelor's,11.0,Logistics,Dispatcher,Medium,Entry,47.0,61.0,45.0,Medium,4.0,5.0,41.0,24.0,Medium
55.0,Bachelor's,11.0,Manufacturing,Production Supervisor,Medium,Mid,10.0,91.0,34.0,Low,0.0,1.0,5.0,0.0,Low
21.0,Master's,0.0,Healthcare,Nurse,Small,Entry,36.0,67.0,75.0,Low,0.0,5.0,16.0,9.0,Low
55.0,Bachelor's,14.0,Manufacturing,Operator,Medium,Mid,47.0,49.0,28.0,Medium,5.0,14.0,22.0,5.0,Medium
49.0,Master's,5.0,Logistics,Supply Chain Analyst,Medium,Entry,81.0,29.0,49.0,High,10.0,30.0,77.0,42.0,High
34.0,Bachelor's,13.0,Logistics,Supply Chain Analyst,Medium,Entry,39.0,63.0,57.0,Low,1.0,4.0,34.0,2.0,Medium
47.0,High School,8.0,Telecom,Support Specialist,Small,Entry,21.0,82.0,56.0,Low,2.0,0.0,14.0,4.0,Medium
48.0,Master's,17.0,Telecom,Network Engineer,Large,Entry,29.0,70.0,30.0,Low,0.0,0.0,14.0,2.0,Low
30.0,Bachelor's,0.0,Healthcare,Nurse,Small,Entry,76.0,29.0,94.0,Medium,4.0,5.0,71.0,11.0,High
58.0,Master's,8.0,Education,Teacher,Small,Mid,53.0,39.0,74.0,Medium,5.0,7.0,52.0,18.0,Low
41.0,Master's,7.0,Logistics,Warehouse Manager,Medium,Senior,36.0,59.0,64.0,Low,0.0,4.0,33.0,0.0,Low
24.0,PhD,3.0,Healthcare,Nurse,Small,Entry,85.0,9.0,89.0,Medium,4.0,14.0,84.0,7.0,High
28.0,Bachelor's,7.0,Manufacturing,Production Supervisor,Large,Entry,15.0,92.0,86.0,Low,0.0,2.0,13.0,0.0,Low
53.0,Bachelor's,4.0,Manufacturing,Operator,Small,Mid,71.0,30.0,38.0,Medium,5.0,5.0,68.0,20.0,High
22.0,Master's,1.0,Retail,Store Manager,Large,Entry,75.0,15.0,89.0,Medium,4.0,8.0,62.0,6.0,High
41.0,Bachelor's,10.0,Telecom,Network Engineer,Large,Mid,25.0,95.0,80.0,Low,2.0,2.0,15.0,8.0,Low
40.0,Master's,12.0,Finance,Auditor,Medium,Mid,50.0,37.0,56.0,Low,2.0,0.0,42.0,3.0,Medium
42.0,Bachelor's,15.0,IT,Software Engineer,Large,Mid,43.0,60.0,66.0,Medium,3.0,12.0,21.0,5.0,Low
50.0,Bachelor's,10.0,Retail,Sales Associate,Small,Entry,78.0,19.0,57.0,Medium,2.0,11.0,35.0,7.0,High
45.0,Master's,12.0,Telecom,Operations Analyst,Medium,Mid,43.0,57.0,47.0,Medium,4.0,9.0,20.0,5.0,Low
41.0,Master's,6.0,Telecom,Network Engineer,Small,Entry,35.0,58.0,50.0,Low,1.0,3.0,20.0,7.0,Medium
23.0,Master's,2.0,Telecom,Network Engineer,Large,Mid,49.0,38.0,32.0,Medium,3.0,8.0,44.0,25.0,Medium
51.0,Bachelor's,7.0,IT,Data Analyst,Small,Entry,56.0,51.0,67.0,Medium,4.0,10.0,47.0,7.0,Medium
53.0,Bachelor's,10.0,IT,Software Engineer,Small,Mid,39.0,67.0,72.0,Low,1.0,5.0,38.0,9.0,Low
37.0,High School,13.0,Telecom,Support Specialist,Medium,Entry,78.0,22.0,75.0,Medium,3.0,13.0,53.0,15.0,High
59.0,Bachelor's,0.0,Healthcare,Nurse,Small,Entry,48.0,60.0,86.0,Low,2.0,3.0,34.0,6.0,Medium
59.0,Master's,9.0,Healthcare,Nurse,Medium,Entry,49.0,51.0,85.0,Medium,3.0,9.0,45.0,26.0,Low
33.0,Bachelor's,0.0,IT,ML Engineer,Medium,Senior,33.0,66.0,34.0,Low,1.0,5.0,32.0,3.0,Low
24.0,Bachelor's,3.0,Education,Teacher,Large,Senior,77.0,33.0,76.0,Medium,2.0,12.0,61.0,9.0,Medium
34.0,Bachelor's,9.0,Telecom,Support Specialist,Small,Senior,18.0,92.0,58.0,Low,2.0,1.0,13.0,8.0,Low
49.0,PhD,2.0,Healthcare,Nurse,Medium,Senior,58.0,58.0,80.0,Medium,2.0,14.0,41.0,29.0,Low
59.0,Master's,4.0,Education,Teacher,Small,Entry,79.0,2.0,88.0,Medium,2.0,7.0,35.0,19.0,Medium
35.0,Bachelor's,1.0,Telecom,Operations Analyst,Small,Entry,18.0,89.0,50.0,Low,0.0,3.0,10.0,3.0,Low
28.0,Master's,6.0,IT,Software Engineer,Large,Mid,49.0,54.0,83.0,Low,1.0,0.0,40.0,9.0,Low
48.0,PhD,11.0,Education,Academic Coordinator,Medium,Mid,37.0,61.0,40.0,Low,2.0,1.0,18.0,7.0,Low
58.0,Bachelor's,5.0,Logistics,Dispatcher,Medium,Entry,80.0,11.0,72.0,Medium,2.0,11.0,76.0,9.0,High
22.0,Bachelor's,1.0,Education,Teacher,Medium,Mid,86.0,17.0,74.0,High,7.0,29.0,77.0,58.0,High
50.0,High School,11.0,IT,Software Engineer,Medium,Entry,61.0,30.0,43.0,Medium,4.0,5.0,49.0,19.0,High
45.0,Bachelor's,1.0,Logistics,Supply Chain Analyst,Medium,Mid,89.0,17.0,84.0,Medium,3.0,6.0,81.0,9.0,High
48.0,Bachelor's,1.0,Healthcare,Medical Assistant,Medium,Mid,29.0,66.0,59.0,Low,1.0,2.0,28.0,1.0,Low
34.0,High School,9.0,IT,Software Engineer,Medium,Senior,56.0,54.0,39.0,Low,2.0,0.0,41.0,1.0,Medium
58.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Small,Entry,43.0,71.0,92.0,Low,1.0,0.0,31.0,2.0,Medium
26.0,Bachelor's,3.0,Logistics,Supply Chain Analyst,Small,Entry,18.0,98.0,80.0,Low,1.0,3.0,12.0,7.0,Low
47.0,Master's,15.0,Retail,Store Manager,Large,Senior,51.0,51.0,66.0,Medium,2.0,8.0,49.0,27.0,Low
27.0,High School,6.0,Logistics,Supply Chain Analyst,Small,Mid,48.0,59.0,89.0,Medium,5.0,13.0,35.0,8.0,Medium
60.0,Master's,17.0,Healthcare,Nurse,Medium,Mid,52.0,41.0,68.0,Low,2.0,0.0,41.0,1.0,Low
39.0,Master's,9.0,Finance,Accountant,Medium,Entry,76.0,13.0,32.0,Medium,5.0,5.0,70.0,12.0,High
22.0,High School,1.0,Telecom,Operations Analyst,Medium,Entry,19.0,79.0,72.0,Low,1.0,4.0,14.0,5.0,Medium
30.0,High School,9.0,IT,ML Engineer,Medium,Entry,67.0,44.0,33.0,Medium,5.0,11.0,45.0,7.0,High
51.0,High School,11.0,Logistics,Supply Chain Analyst,Medium,Mid,58.0,37.0,21.0,Medium,5.0,13.0,47.0,12.0,High
39.0,Master's,11.0,Telecom,Support Specialist,Large,Senior,37.0,69.0,74.0,Low,2.0,3.0,22.0,0.0,Low
24.0,Bachelor's,3.0,Healthcare,Nurse,Large,Mid,53.0,19.0,84.0,Low,2.0,1.0,44.0,3.0,Medium
33.0,High School,12.0,Finance,Accountant,Medium,Mid,57.0,40.0,87.0,Low,2.0,0.0,30.0,1.0,Medium
29.0,Master's,8.0,Manufacturing,Quality Engineer,Medium,Entry,65.0,40.0,37.0,Medium,2.0,14.0,30.0,24.0,High
52.0,Bachelor's,8.0,Manufacturing,Operator,Small,Senior,62.0,38.0,25.0,Medium,3.0,7.0,36.0,23.0,Medium
31.0,PhD,10.0,Telecom,Network Engineer,Large,Entry,50.0,51.0,34.0,Medium,5.0,5.0,42.0,8.0,Medium
42.0,Bachelor's,19.0,Logistics,Supply Chain Analyst,Medium,Mid,75.0,7.0,86.0,Medium,4.0,9.0,53.0,8.0,High
45.0,Bachelor's,8.0,Healthcare,Health Analyst,Large,Mid,71.0,21.0,84.0,Medium,5.0,13.0,57.0,15.0,Medium
32.0,Bachelor's,5.0,Finance,Financial Analyst,Medium,Mid,94.0,8.0,26.0,High,6.0,28.0,51.0,75.0,High
59.0,Bachelor's,5.0,IT,Data Analyst,Small,Entry,54.0,36.0,65.0,Medium,4.0,9.0,42.0,13.0,Medium
24.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Large,Entry,83.0,9.0,93.0,Medium,2.0,7.0,40.0,12.0,High
54.0,Bachelor's,1.0,Retail,Sales Associate,Large,Entry,32.0,57.0,81.0,Low,1.0,4.0,27.0,1.0,Medium
31.0,Bachelor's,10.0,IT,Software Engineer,Large,Mid,68.0,55.0,51.0,Medium,2.0,6.0,60.0,16.0,Medium
59.0,Master's,9.0,Retail,Sales Associate,Medium,Mid,32.0,66.0,41.0,Low,1.0,1.0,27.0,8.0,Low
59.0,High School,13.0,Manufacturing,Production Supervisor,Small,Mid,54.0,55.0,80.0,Medium,4.0,13.0,37.0,29.0,Medium
43.0,High School,9.0,Healthcare,Medical Assistant,Medium,Senior,14.0,82.0,32.0,Low,0.0,4.0,11.0,5.0,Low
52.0,Bachelor's,10.0,Healthcare,Nurse,Large,Mid,33.0,79.0,84.0,Low,0.0,0.0,18.0,6.0,Low
35.0,High School,4.0,Telecom,Network Engineer,Small,Entry,21.0,83.0,85.0,Low,2.0,3.0,15.0,2.0,Low
34.0,Bachelor's,2.0,Healthcare,Medical Assistant,Small,Entry,70.0,37.0,27.0,Medium,2.0,10.0,52.0,8.0,High
25.0,Bachelor's,4.0,Healthcare,Nurse,Large,Mid,16.0,98.0,66.0,Low,1.0,0.0,10.0,4.0,Low
55.0,Master's,1.0,Manufacturing,Production Supervisor,Small,Entry,85.0,27.0,57.0,Medium,3.0,8.0,49.0,13.0,High
36.0,High School,11.0,Healthcare,Health Analyst,Small,Senior,85.0,31.0,40.0,Medium,5.0,7.0,53.0,5.0,Medium
25.0,Bachelor's,4.0,IT,ML Engineer,Small,Senior,49.0,36.0,41.0,Medium,2.0,13.0,47.0,23.0,Low
30.0,Bachelor's,0.0,Manufacturing,Quality Engineer,Small,Mid,71.0,33.0,64.0,Medium,2.0,11.0,58.0,21.0,High
37.0,Master's,15.0,Logistics,Warehouse Manager,Medium,Entry,88.0,4.0,65.0,Medium,4.0,13.0,60.0,7.0,High
35.0,High School,12.0,Healthcare,Medical Assistant,Large,Mid,37.0,65.0,70.0,Low,0.0,4.0,25.0,2.0,Low
44.0,Bachelor's,9.0,IT,Software Engineer,Large,Entry,33.0,63.0,35.0,Low,0.0,4.0,31.0,4.0,Medium
59.0,Bachelor's,11.0,Healthcare,Medical Assistant,Large,Mid,78.0,33.0,75.0,Medium,2.0,10.0,38.0,29.0,Medium
43.0,High School,3.0,Education,Academic Coordinator,Small,Entry,44.0,40.0,24.0,Low,1.0,1.0,42.0,4.0,High
21.0,Bachelor's,0.0,Finance,Accountant,Medium,Entry,30.0,89.0,35.0,Low,0.0,4.0,17.0,7.0,Medium
42.0,Bachelor's,5.0,Healthcare,Medical Assistant,Small,Senior,65.0,35.0,49.0,Medium,4.0,14.0,60.0,21.0,Medium
59.0,Master's,0.0,Telecom,Network Engineer,Medium,Entry,74.0,12.0,92.0,Medium,4.0,14.0,60.0,12.0,High
24.0,Bachelor's,3.0,Logistics,Dispatcher,Large,Entry,66.0,41.0,70.0,Medium,5.0,6.0,49.0,22.0,High
26.0,Master's,5.0,Manufacturing,Operator,Small,Entry,87.0,30.0,70.0,Medium,2.0,12.0,39.0,10.0,High
33.0,Master's,3.0,IT,ML Engineer,Small,Entry,94.0,12.0,35.0,High,7.0,20.0,52.0,71.0,High
35.0,Bachelor's,14.0,Healthcare,Medical Assistant,Small,Entry,50.0,57.0,52.0,Low,2.0,3.0,23.0,9.0,Medium
38.0,Bachelor's,5.0,Education,Research Assistant,Small,Mid,38.0,53.0,48.0,Low,2.0,1.0,27.0,4.0,Low
29.0,PhD,8.0,Education,Research Assistant,Small,Mid,37.0,64.0,32.0,Low,2.0,0.0,27.0,9.0,Low
42.0,Bachelor's,11.0,Education,Teacher,Large,Entry,43.0,56.0,94.0,Medium,3.0,7.0,21.0,12.0,Low
46.0,Bachelor's,16.0,Telecom,Network Engineer,Medium,Mid,67.0,37.0,92.0,Medium,5.0,6.0,33.0,8.0,Medium
47.0,Bachelor's,15.0,Healthcare,Nurse,Large,Entry,92.0,20.0,86.0,Medium,4.0,12.0,51.0,15.0,High
60.0,Bachelor's,5.0,Finance,Auditor,Small,Mid,24.0,77.0,47.0,Low,0.0,0.0,14.0,8.0,Low
31.0,Bachelor's,10.0,Finance,Financial Analyst,Large,Mid,41.0,64.0,75.0,Low,1.0,5.0,27.0,4.0,Low
45.0,Bachelor's,6.0,Finance,Accountant,Large,Mid,58.0,31.0,51.0,Medium,4.0,14.0,35.0,15.0,Medium
26.0,Master's,5.0,Telecom,Operations Analyst,Medium,Senior,80.0,28.0,90.0,Medium,5.0,7.0,60.0,16.0,Medium
34.0,Bachelor's,13.0,Telecom,Operations Analyst,Large,Entry,64.0,42.0,54.0,Medium,3.0,7.0,43.0,11.0,High
44.0,Bachelor's,5.0,Manufacturing,Operator,Large,Mid,57.0,43.0,35.0,Medium,5.0,9.0,41.0,12.0,High
36.0,Master's,9.0,Telecom,Support Specialist,Large,Mid,24.0,82.0,20.0,Low,2.0,0.0,12.0,7.0,Low
38.0,Master's,2.0,Logistics,Dispatcher,Large,Entry,43.0,37.0,76.0,Low,1.0,3.0,26.0,6.0,Medium
30.0,Master's,8.0,Telecom,Operations Analyst,Small,Mid,27.0,72.0,71.0,Low,2.0,1.0,21.0,5.0,Low
31.0,High School,9.0,Telecom,Network Engineer,Medium,Entry,75.0,32.0,24.0,Medium,4.0,6.0,45.0,6.0,High
43.0,Bachelor's,7.0,Retail,Sales Associate,Large,Entry,22.0,96.0,33.0,Low,0.0,4.0,19.0,7.0,Medium
54.0,Bachelor's,9.0,Telecom,Network Engineer,Small,Entry,64.0,43.0,56.0,Medium,2.0,6.0,49.0,22.0,High
50.0,Master's,11.0,IT,ML Engineer,Large,Entry,87.0,22.0,70.0,High,10.0,15.0,59.0,46.0,High
22.0,Master's,1.0,Manufacturing,Quality Engineer,Large,Entry,16.0,90.0,68.0,Low,1.0,2.0,11.0,1.0,Low
43.0,Bachelor's,11.0,Logistics,Warehouse Manager,Small,Entry,19.0,84.0,62.0,Low,0.0,0.0,18.0,2.0,Low
33.0,Bachelor's,10.0,IT,ML Engineer,Small,Entry,29.0,65.0,65.0,Low,1.0,0.0,27.0,1.0,Low
27.0,Master's,6.0,Retail,Sales Associate,Large,Mid,50.0,56.0,85.0,Low,0.0,4.0,37.0,1.0,Medium
60.0,Bachelor's,3.0,Finance,Auditor,Large,Mid,67.0,26.0,87.0,Medium,3.0,5.0,49.0,11.0,Medium
56.0,Bachelor's,16.0,Finance,Auditor,Small,Entry,57.0,18.0,47.0,Low,1.0,4.0,39.0,9.0,High
33.0,Master's,12.0,IT,Data Analyst,Large,Entry,69.0,36.0,35.0,Medium,4.0,11.0,59.0,23.0,High
54.0,Bachelor's,11.0,Manufacturing,Operator,Large,Entry,22.0,86.0,30.0,Low,0.0,0.0,14.0,4.0,Medium
45.0,Bachelor's,7.0,Healthcare,Nurse,Medium,Mid,60.0,37.0,73.0,Medium,3.0,9.0,28.0,28.0,Low
56.0,Bachelor's,10.0,Telecom,Support Specialist,Small,Senior,23.0,89.0,29.0,Low,0.0,0.0,14.0,8.0,Low
32.0,Bachelor's,9.0,IT,Software Engineer,Medium,Senior,67.0,42.0,59.0,Medium,5.0,11.0,59.0,18.0,Medium
34.0,Bachelor's,13.0,Telecom,Operations Analyst,Small,Senior,36.0,65.0,69.0,Low,0.0,4.0,23.0,6.0,Low
40.0,High School,7.0,Retail,Sales Associate,Small,Entry,46.0,52.0,79.0,Low,2.0,1.0,22.0,7.0,Medium
59.0,High School,0.0,Healthcare,Nurse,Medium,Mid,21.0,72.0,79.0,Low,1.0,2.0,20.0,8.0,Low
32.0,Master's,11.0,Education,Teacher,Small,Entry,51.0,50.0,67.0,Medium,5.0,13.0,47.0,6.0,Medium
56.0,Master's,5.0,Manufacturing,Operator,Medium,Senior,21.0,65.0,35.0,Low,2.0,1.0,9.0,3.0,Low
49.0,Master's,7.0,Manufacturing,Operator,Medium,Entry,67.0,23.0,61.0,Medium,3.0,14.0,61.0,21.0,High
25.0,High School,4.0,Telecom,Support Specialist,Large,Senior,43.0,69.0,43.0,Low,0.0,0.0,24.0,2.0,Low
34.0,Bachelor's,11.0,Logistics,Supply Chain Analyst,Small,Mid,58.0,39.0,55.0,Low,0.0,1.0,36.0,1.0,Medium
30.0,Bachelor's,9.0,Healthcare,Nurse,Small,Senior,50.0,46.0,92.0,Low,2.0,0.0,26.0,4.0,Low
60.0,Bachelor's,2.0,Retail,Inventory Analyst,Small,Mid,70.0,17.0,74.0,Medium,5.0,7.0,44.0,5.0,High
38.0,Bachelor's,8.0,Telecom,Support Specialist,Small,Entry,41.0,52.0,94.0,Low,2.0,5.0,25.0,7.0,Medium
58.0,Bachelor's,6.0,Manufacturing,Quality Engineer,Large,Entry,58.0,37.0,84.0,Medium,5.0,8.0,54.0,25.0,High
37.0,Bachelor's,13.0,Healthcare,Nurse,Large,Mid,71.0,35.0,93.0,Low,0.0,4.0,67.0,0.0,Medium
41.0,Master's,8.0,IT,Software Engineer,Small,Entry,29.0,76.0,73.0,Low,2.0,3.0,25.0,6.0,Low
39.0,Bachelor's,15.0,Finance,Accountant,Medium,Entry,39.0,60.0,93.0,Low,2.0,5.0,38.0,4.0,Medium
52.0,Bachelor's,15.0,Retail,Inventory Analyst,Small,Mid,53.0,43.0,22.0,Low,2.0,0.0,26.0,0.0,Medium
32.0,Bachelor's,3.0,Logistics,Dispatcher,Large,Mid,79.0,38.0,80.0,Medium,4.0,12.0,39.0,23.0,Medium
32.0,Bachelor's,11.0,Healthcare,Nurse,Medium,Mid,21.0,67.0,71.0,Low,1.0,2.0,16.0,7.0,Low
35.0,Bachelor's,6.0,Education,Academic Coordinator,Small,Mid,58.0,36.0,32.0,Medium,5.0,11.0,49.0,10.0,Medium
29.0,Master's,3.0,IT,Software Engineer,Large,Senior,11.0,83.0,46.0,Low,2.0,4.0,10.0,9.0,Low
45.0,Bachelor's,16.0,Retail,Store Manager,Medium,Senior,93.0,17.0,91.0,Medium,4.0,11.0,69.0,10.0,High
23.0,Bachelor's,2.0,IT,Software Engineer,Large,Senior,40.0,37.0,77.0,Low,2.0,3.0,34.0,2.0,Low
59.0,Bachelor's,8.0,IT,ML Engineer,Medium,Mid,28.0,62.0,63.0,Low,0.0,4.0,14.0,9.0,Low
33.0,Bachelor's,12.0,Telecom,Network Engineer,Large,Mid,13.0,88.0,43.0,Low,2.0,5.0,8.0,0.0,Low
47.0,Bachelor's,13.0,Manufacturing,Operator,Large,Entry,21.0,78.0,93.0,Low,1.0,2.0,11.0,6.0,Low
59.0,High School,13.0,Telecom,Support Specialist,Large,Mid,90.0,11.0,74.0,High,7.0,28.0,84.0,34.0,High
21.0,Bachelor's,0.0,Retail,Inventory Analyst,Small,Mid,43.0,69.0,23.0,Medium,4.0,14.0,41.0,24.0,High
38.0,Bachelor's,12.0,Finance,Auditor,Medium,Entry,13.0,93.0,24.0,Low,1.0,4.0,5.0,5.0,Low
39.0,Bachelor's,4.0,IT,Software Engineer,Medium,Entry,17.0,96.0,53.0,Low,0.0,2.0,8.0,7.0,Low
45.0,Master's,10.0,Finance,Accountant,Medium,Entry,48.0,49.0,25.0,Low,1.0,3.0,24.0,4.0,Medium
37.0,Bachelor's,6.0,Manufacturing,Production Supervisor,Medium,Mid,61.0,48.0,48.0,Medium,3.0,7.0,36.0,9.0,High
33.0,Master's,11.0,Telecom,Network Engineer,Large,Mid,29.0,76.0,39.0,Low,0.0,5.0,15.0,6.0,Low
60.0,Bachelor's,8.0,IT,ML Engineer,Large,Entry,66.0,26.0,56.0,Medium,3.0,9.0,39.0,24.0,High
35.0,High School,8.0,Finance,Financial Analyst,Small,Mid,34.0,62.0,83.0,Low,2.0,3.0,16.0,4.0,Low
55.0,Bachelor's,12.0,Healthcare,Nurse,Medium,Entry,19.0,71.0,80.0,Low,1.0,5.0,15.0,6.0,Low
47.0,Bachelor's,0.0,Healthcare,Health Analyst,Small,Entry,59.0,30.0,40.0,Medium,3.0,5.0,56.0,29.0,High
33.0,High School,10.0,Logistics,Supply Chain Analyst,Large,Entry,37.0,58.0,65.0,Medium,2.0,12.0,29.0,22.0,Medium
42.0,Bachelor's,16.0,Logistics,Dispatcher,Medium,Entry,78.0,13.0,49.0,High,9.0,15.0,56.0,74.0,High
34.0,Bachelor's,5.0,Logistics,Dispatcher,Small,Mid,38.0,64.0,39.0,Low,2.0,3.0,32.0,0.0,Medium
57.0,Bachelor's,10.0,IT,Data Analyst,Medium,Entry,91.0,0.0,21.0,Medium,3.0,7.0,89.0,7.0,High
41.0,Master's,12.0,IT,ML Engineer,Large,Senior,52.0,43.0,93.0,Medium,4.0,11.0,23.0,10.0,Low
28.0,Master's,1.0,Education,Academic Coordinator,Small,Mid,51.0,63.0,33.0,Medium,2.0,11.0,37.0,10.0,Medium
35.0,Bachelor's,8.0,Finance,Auditor,Small,Mid,22.0,98.0,60.0,Low,1.0,5.0,12.0,3.0,Low
42.0,Bachelor's,17.0,Telecom,Support Specialist,Small,Mid,22.0,91.0,86.0,Low,0.0,2.0,16.0,8.0,Low
53.0,High School,10.0,Manufacturing,Quality Engineer,Medium,Mid,40.0,62.0,82.0,Low,1.0,0.0,25.0,0.0,Medium
48.0,High School,14.0,Retail,Store Manager,Small,Mid,78.0,19.0,87.0,Medium,3.0,8.0,75.0,12.0,High
55.0,Bachelor's,5.0,IT,Software Engineer,Large,Entry,11.0,86.0,91.0,Low,1.0,3.0,5.0,9.0,Low
58.0,Bachelor's,7.0,Manufacturing,Operator,Medium,Entry,87.0,21.0,72.0,Medium,4.0,10.0,81.0,29.0,High
55.0,PhD,8.0,Retail,Store Manager,Medium,Mid,43.0,58.0,86.0,Low,0.0,3.0,37.0,4.0,Low
55.0,Bachelor's,0.0,Telecom,Network Engineer,Small,Entry,27.0,91.0,54.0,Low,0.0,5.0,22.0,3.0,Medium
58.0,Master's,3.0,Finance,Auditor,Small,Mid,58.0,56.0,51.0,Medium,2.0,10.0,43.0,26.0,Medium
54.0,Bachelor's,7.0,Retail,Sales Associate,Small,Senior,88.0,24.0,75.0,Medium,5.0,12.0,69.0,7.0,High
40.0,Bachelor's,6.0,Finance,Accountant,Medium,Mid,72.0,33.0,35.0,Medium,4.0,5.0,68.0,9.0,High
33.0,High School,12.0,Finance,Financial Analyst,Large,Mid,44.0,65.0,47.0,Low,2.0,5.0,42.0,8.0,Medium
25.0,Bachelor's,0.0,Finance,Auditor,Small,Entry,24.0,80.0,55.0,Low,0.0,1.0,11.0,7.0,Medium
48.0,Master's,1.0,Education,Research Assistant,Large,Mid,54.0,39.0,43.0,Low,0.0,3.0,25.0,0.0,Medium
48.0,High School,0.0,Manufacturing,Quality Engineer,Medium,Entry,14.0,91.0,23.0,Low,2.0,4.0,9.0,0.0,Medium
52.0,Master's,8.0,Healthcare,Health Analyst,Medium,Mid,69.0,26.0,30.0,Low,0.0,4.0,54.0,2.0,Medium
35.0,PhD,12.0,Manufacturing,Production Supervisor,Large,Entry,51.0,51.0,44.0,Low,1.0,1.0,37.0,1.0,Medium
25.0,Bachelor's,4.0,IT,Software Engineer,Medium,Mid,46.0,50.0,41.0,Low,2.0,3.0,25.0,9.0,Medium
59.0,Bachelor's,7.0,Manufacturing,Operator,Medium,Entry,78.0,30.0,52.0,Medium,4.0,12.0,43.0,20.0,High
